test_id,original_index,task,clone_language,similarity_score,clone_type,clone_sub_type
rj8gq_3_1,rj8gq,Anonymous recursion,python,0.995407,T3,Added Statements
rj8gq_3_2,rj8gq,Anonymous recursion,python,0.9932889,T3,Removed Statements
rj8gq_3_3,rj8gq,Anonymous recursion,python,0.9942506,T3,Reordered Statements
rj8gq_3_4,rj8gq,Anonymous recursion,python,0.99224055,T3,Control Flow Modifications
rj8gq_4_1,rj8gq,Anonymous recursion,python,0.97878015,T4,Same Language
rj8gq_4_2,rj8gq,Anonymous recursion,go,0.89389384,T4,Different Language
rj8gq_4_2,rj8gq,Anonymous recursion,java,0.9723887,T4,Different Language
rj8gq_4_2,rj8gq,Anonymous recursion,javascript,0.9699651,T4,Different Language
rj8gq_4_2,rj8gq,Anonymous recursion,php,0.960809,T4,Different Language
rj8gq_4_2,rj8gq,Anonymous recursion,ruby,0.97340465,T4,Different Language
1eypc_1_1,1eypc,Anti-primes,python,1.0,T1,Identical Clone
1eypc_1_2,1eypc,Anti-primes,python,0.9776428,T1,Different Whitespaces
1eypc_1_3,1eypc,Anti-primes,python,0.999986,T1,Different Comments
1eypc_1_4,1eypc,Anti-primes,python,0.9984066,T1,Different Formatting
1eypc_2_1,1eypc,Anti-primes,python,0.9993371,T2,Different Variable Names
1eypc_2_2,1eypc,Anti-primes,python,0.9981679,T2,Different Data Types
1eypc_2_3,1eypc,Anti-primes,python,0.99957895,T2,Different Function Names
1eypc_3_1,1eypc,Anti-primes,python,0.9997078,T3,Added Statements
1eypc_3_2,1eypc,Anti-primes,python,0.9998956,T3,Removed Statements
1eypc_3_3,1eypc,Anti-primes,python,0.99903095,T3,Reordered Statements
1eypc_3_4,1eypc,Anti-primes,python,0.99831486,T3,Control Flow Modifications
1eypc_4_1,1eypc,Anti-primes,python,0.99918807,T4,Same Language
1eypc_4_2,1eypc,Anti-primes,go,0.90761256,T4,Different Language
1eypc_4_2,1eypc,Anti-primes,java,0.9227772,T4,Different Language
1eypc_4_2,1eypc,Anti-primes,javascript,0.9673116,T4,Different Language
1eypc_4_2,1eypc,Anti-primes,ruby,0.9606633,T4,Different Language
kpyhf_1_1,kpyhf,Append a record to the end of a text file,python,1.0000001,T1,Identical Clone
kpyhf_1_2,kpyhf,Append a record to the end of a text file,python,0.9908283,T1,Different Whitespaces
kpyhf_1_3,kpyhf,Append a record to the end of a text file,python,1.0000001,T1,Different Comments
kpyhf_1_4,kpyhf,Append a record to the end of a text file,python,0.97549516,T1,Different Formatting
kpyhf_2_1,kpyhf,Append a record to the end of a text file,python,0.9978732,T2,Different Variable Names
kpyhf_2_2,kpyhf,Append a record to the end of a text file,python,0.9960007,T2,Different Data Types
kpyhf_2_3,kpyhf,Append a record to the end of a text file,python,0.99881756,T2,Different Function Names
kpyhf_3_1,kpyhf,Append a record to the end of a text file,python,0.9993583,T3,Added Statements
kpyhf_3_2,kpyhf,Append a record to the end of a text file,python,0.99788916,T3,Removed Statements
kpyhf_3_3,kpyhf,Append a record to the end of a text file,python,0.99984634,T3,Reordered Statements
kpyhf_3_4,kpyhf,Append a record to the end of a text file,python,0.99733937,T3,Control Flow Modifications
kpyhf_4_1,kpyhf,Append a record to the end of a text file,python,0.9702619,T4,Same Language
kpyhf_4_2,kpyhf,Append a record to the end of a text file,go,0.9587758,T4,Different Language
kpyhf_4_2,kpyhf,Append a record to the end of a text file,java,0.9516792,T4,Different Language
kpyhf_4_2,kpyhf,Append a record to the end of a text file,php,0.98293465,T4,Different Language
kpyhf_4_2,kpyhf,Append a record to the end of a text file,ruby,0.9875933,T4,Different Language
s82q9_1_1,s82q9,Apply a callback to an array,python,1.0000001,T1,Identical Clone
s82q9_1_2,s82q9,Apply a callback to an array,python,0.9609171,T1,Different Whitespaces
s82q9_1_3,s82q9,Apply a callback to an array,python,1.0000001,T1,Different Comments
s82q9_1_4,s82q9,Apply a callback to an array,python,0.97460604,T1,Different Formatting
s82q9_2_1,s82q9,Apply a callback to an array,python,0.99288094,T2,Different Variable Names
s82q9_2_2,s82q9,Apply a callback to an array,python,0.99907804,T2,Different Data Types
s82q9_2_3,s82q9,Apply a callback to an array,python,0.9993417,T2,Different Function Names
s82q9_3_1,s82q9,Apply a callback to an array,python,0.99913317,T3,Added Statements
s82q9_3_2,s82q9,Apply a callback to an array,python,0.98544425,T3,Removed Statements
s82q9_3_3,s82q9,Apply a callback to an array,python,0.99033666,T3,Reordered Statements
s82q9_3_4,s82q9,Apply a callback to an array,python,0.9781202,T3,Control Flow Modifications
s82q9_4_1,s82q9,Apply a callback to an array,python,0.96858525,T4,Same Language
s82q9_4_2,s82q9,Apply a callback to an array,go,0.9476164,T4,Different Language
s82q9_4_2,s82q9,Apply a callback to an array,java,0.9633367,T4,Different Language
s82q9_4_2,s82q9,Apply a callback to an array,javascript,0.94593567,T4,Different Language
s82q9_4_2,s82q9,Apply a callback to an array,php,0.9437961,T4,Different Language
s82q9_4_2,s82q9,Apply a callback to an array,ruby,0.9226694,T4,Different Language
7h3rm_1_1,7h3rm,Apply a digital filter (direct form II transposed),python,1.0,T1,Identical Clone
7h3rm_1_2,7h3rm,Apply a digital filter (direct form II transposed),python,0.99759567,T1,Different Whitespaces
7h3rm_1_3,7h3rm,Apply a digital filter (direct form II transposed),python,0.99706584,T1,Different Comments
7h3rm_1_4,7h3rm,Apply a digital filter (direct form II transposed),python,0.9887028,T1,Different Formatting
7h3rm_2_1,7h3rm,Apply a digital filter (direct form II transposed),python,0.9989269,T2,Different Variable Names
7h3rm_2_2,7h3rm,Apply a digital filter (direct form II transposed),python,0.9988551,T2,Different Data Types
7h3rm_2_3,7h3rm,Apply a digital filter (direct form II transposed),python,0.9987495,T2,Different Function Names
7h3rm_3_1,7h3rm,Apply a digital filter (direct form II transposed),python,0.98887336,T3,Added Statements
7h3rm_3_2,7h3rm,Apply a digital filter (direct form II transposed),python,0.998615,T3,Removed Statements
7h3rm_3_3,7h3rm,Apply a digital filter (direct form II transposed),python,0.9949,T3,Reordered Statements
7h3rm_3_4,7h3rm,Apply a digital filter (direct form II transposed),python,0.99971294,T3,Control Flow Modifications
7h3rm_4_1,7h3rm,Apply a digital filter (direct form II transposed),python,0.993281,T4,Same Language
7h3rm_4_2,7h3rm,Apply a digital filter (direct form II transposed),go,0.9096663,T4,Different Language
7h3rm_4_2,7h3rm,Apply a digital filter (direct form II transposed),java,0.95522726,T4,Different Language
7h3rm_4_2,7h3rm,Apply a digital filter (direct form II transposed),ruby,0.972588,T4,Different Language
onb81_1_1,onb81,Approximate equality,python,1.0000002,T1,Identical Clone
onb81_1_2,onb81,Approximate equality,python,0.93337154,T1,Different Whitespaces
onb81_1_3,onb81,Approximate equality,python,0.9502193,T1,Different Comments
onb81_1_4,onb81,Approximate equality,python,0.9319555,T1,Different Formatting
onb81_2_1,onb81,Approximate equality,python,0.9336861,T2,Different Variable Names
onb81_2_2,onb81,Approximate equality,python,0.9266831,T2,Different Data Types
onb81_2_3,onb81,Approximate equality,python,0.99229574,T2,Different Function Names
onb81_3_1,onb81,Approximate equality,python,0.942135,T3,Added Statements
onb81_3_2,onb81,Approximate equality,python,0.94442934,T3,Removed Statements
onb81_3_3,onb81,Approximate equality,python,0.9395597,T3,Reordered Statements
onb81_3_4,onb81,Approximate equality,python,0.96643245,T3,Control Flow Modifications
onb81_4_1,onb81,Approximate equality,python,0.964668,T4,Same Language
onb81_4_2,onb81,Approximate equality,go,0.95268947,T4,Different Language
onb81_4_2,onb81,Approximate equality,java,0.9359342,T4,Different Language
onb81_4_2,onb81,Approximate equality,ruby,0.95249796,T4,Different Language
3jzc_1_1,3jzc,Arbitrary-precision integers (included),python,0.9999998,T1,Identical Clone
3jzc_1_2,3jzc,Arbitrary-precision integers (included),python,0.9851316,T1,Different Whitespaces
3jzc_1_3,3jzc,Arbitrary-precision integers (included),python,0.98789954,T1,Different Comments
3jzc_1_4,3jzc,Arbitrary-precision integers (included),python,0.9982356,T1,Different Formatting
3jzc_2_1,3jzc,Arbitrary-precision integers (included),python,0.9892084,T2,Different Variable Names
3jzc_2_2,3jzc,Arbitrary-precision integers (included),python,0.9885696,T2,Different Data Types
3jzc_2_3,3jzc,Arbitrary-precision integers (included),python,0.9889514,T2,Different Function Names
3jzc_3_1,3jzc,Arbitrary-precision integers (included),python,0.99143493,T3,Added Statements
3jzc_3_2,3jzc,Arbitrary-precision integers (included),python,0.98469245,T3,Removed Statements
3jzc_3_3,3jzc,Arbitrary-precision integers (included),python,0.98789954,T3,Reordered Statements
3jzc_3_4,3jzc,Arbitrary-precision integers (included),python,0.9856714,T3,Control Flow Modifications
3jzc_4_1,3jzc,Arbitrary-precision integers (included),python,0.9839112,T4,Same Language
3jzc_4_2,3jzc,Arbitrary-precision integers (included),go,0.9677012,T4,Different Language
3jzc_4_2,3jzc,Arbitrary-precision integers (included),java,0.94735146,T4,Different Language
3jzc_4_2,3jzc,Arbitrary-precision integers (included),javascript,0.986842,T4,Different Language
3jzc_4_2,3jzc,Arbitrary-precision integers (included),php,0.97263217,T4,Different Language
3jzc_4_2,3jzc,Arbitrary-precision integers (included),ruby,0.9652307,T4,Different Language
o781_1_1,o781,Archimedean spiral,python,1.0000001,T1,Identical Clone
o781_1_2,o781,Archimedean spiral,python,0.9869706,T1,Different Whitespaces
o781_1_3,o781,Archimedean spiral,python,1.0000001,T1,Different Comments
o781_1_4,o781,Archimedean spiral,python,0.99630237,T1,Different Formatting
o781_2_1,o781,Archimedean spiral,python,0.996307,T2,Different Variable Names
o781_2_2,o781,Archimedean spiral,python,0.9996473,T2,Different Data Types
o781_2_3,o781,Archimedean spiral,python,0.99625635,T2,Different Function Names
o781_3_1,o781,Archimedean spiral,python,0.9920334,T3,Added Statements
o781_3_2,o781,Archimedean spiral,python,0.9918139,T3,Removed Statements
o781_3_3,o781,Archimedean spiral,python,0.99975884,T3,Reordered Statements
o781_3_4,o781,Archimedean spiral,python,0.9975404,T3,Control Flow Modifications
o781_4_1,o781,Archimedean spiral,python,0.9917536,T4,Same Language
o781_4_2,o781,Archimedean spiral,go,0.94734937,T4,Different Language
o781_4_2,o781,Archimedean spiral,java,0.92515796,T4,Different Language
o781_4_2,o781,Archimedean spiral,javascript,0.969392,T4,Different Language
o781_4_2,o781,Archimedean spiral,ruby,0.97446644,T4,Different Language
